127.0.0.1 - - [31/Oct/2013:09:11:20 +0530] "GET / HTTP/1.1" 404 955
10.1.5.44 - - [31/Oct/2013:11:34:56 +0530] "GET /WebRTC_presentation/sipml5/sounds/dtmf.wav HTTP/1.1" 200 1658
10.1.5.44 - - [31/Oct/2013:11:34:56 +0530] "GET /WebRTC_presentation/sipml5/sounds/ringtone.wav HTTP/1.1" 206 1
10.1.5.44 - - [31/Oct/2013:11:34:56 +0530] "GET /WebRTC_presentation/sipml5/sounds/ringbacktone.wav HTTP/1.1" 200 44158
10.1.5.44 - - [31/Oct/2013:11:34:57 +0530] "GET /WebRTC_presentation/sipml5/sounds/ringtone.wav HTTP/1.1" 200 282696
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 16702
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 200 2020
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:36:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testc@tcs.com&action=getProfilePic HTTP/1.1" 200 204628
10.1.5.44 - - [31/Oct/2013:11:36:06 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testm@tcs.com&action=getProfilePic HTTP/1.1" 200 393037
10.1.5.12 - - [31/Oct/2013:11:36:07 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.12 - - [31/Oct/2013:11:36:07 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.12 - - [31/Oct/2013:11:36:07 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.12 - - [31/Oct/2013:11:36:08 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.42 - - [31/Oct/2013:11:36:13 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 4879
10.1.5.42 - - [31/Oct/2013:11:36:14 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.42 - - [31/Oct/2013:11:36:14 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.44 - - [31/Oct/2013:11:37:35 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 16702
10.1.5.44 - - [31/Oct/2013:11:37:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.44 - - [31/Oct/2013:11:37:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 200 2020
10.1.5.44 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.44 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.12 - - [31/Oct/2013:11:37:36 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.44 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testc@tcs.com&action=getProfilePic HTTP/1.1" 200 204628
10.1.5.12 - - [31/Oct/2013:11:37:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.12 - - [31/Oct/2013:11:37:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.12 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:37:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testm@tcs.com&action=getProfilePic HTTP/1.1" 200 393037
10.1.5.42 - - [31/Oct/2013:11:37:43 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 4879
10.1.5.42 - - [31/Oct/2013:11:37:44 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.42 - - [31/Oct/2013:11:37:44 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.44 - - [31/Oct/2013:11:39:05 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 16702
10.1.5.44 - - [31/Oct/2013:11:39:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.44 - - [31/Oct/2013:11:39:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.44 - - [31/Oct/2013:11:39:05 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 200 2020
10.1.5.44 - - [31/Oct/2013:11:39:06 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.44 - - [31/Oct/2013:11:39:06 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:39:06 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testc@tcs.com&action=getProfilePic HTTP/1.1" 200 204628
10.1.5.44 - - [31/Oct/2013:11:39:07 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testm@tcs.com&action=getProfilePic HTTP/1.1" 200 393037
10.1.5.12 - - [31/Oct/2013:11:39:07 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.12 - - [31/Oct/2013:11:39:07 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.12 - - [31/Oct/2013:11:39:08 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.12 - - [31/Oct/2013:11:39:08 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.42 - - [31/Oct/2013:11:39:13 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 4879
10.1.5.42 - - [31/Oct/2013:11:39:13 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.42 - - [31/Oct/2013:11:39:13 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.44 - - [31/Oct/2013:11:40:36 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 16702
10.1.5.44 - - [31/Oct/2013:11:40:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.44 - - [31/Oct/2013:11:40:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 200 2020
10.1.5.44 - - [31/Oct/2013:11:40:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.44 - - [31/Oct/2013:11:40:36 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.44 - - [31/Oct/2013:11:40:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:40:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testc@tcs.com&action=getProfilePic HTTP/1.1" 200 204628
10.1.5.44 - - [31/Oct/2013:11:40:37 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testm@tcs.com&action=getProfilePic HTTP/1.1" 200 393037
10.1.5.12 - - [31/Oct/2013:11:40:36 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.12 - - [31/Oct/2013:11:40:38 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.12 - - [31/Oct/2013:11:40:38 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.12 - - [31/Oct/2013:11:40:38 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.44 - - [31/Oct/2013:11:40:42 +0530] "POST /EnhancedWebRTCCallLogs/SipCallLogServlet?caller=sip:alice@tcs.com&callee=bob&startTime=1383199500713&endTime=1383199844548 HTTP/1.1" 200 -
10.1.5.42 - - [31/Oct/2013:11:40:43 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 4879
10.1.5.42 - - [31/Oct/2013:11:40:43 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.42 - - [31/Oct/2013:11:40:44 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10241
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/vaibhav.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/cred.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/alice.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/services/webdesign_blue.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/services/logo-design-and-branding_blue.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/services/seo-services_blue.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:57 +0530] "GET /WebRTC_presentation/pageone/images/services/webdevelopment_blue.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?ip=10.1.5.8&name=bob&privateIdentity=sip:bob@tcs.com&realm=tcs.com HTTP/1.1" 200 74450
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/SIPml-api.js?svn=179 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/css/bootstrap-responsive.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/style/gemoticons.css HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-alert.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-transition.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-scrollspy.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/SIPml.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-modal.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/jquery.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-dropdown.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/presentation_server_config.txt HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-tab.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_api.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-popover.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-tooltip.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-button.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/friend.txt HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/images/iconphone.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/images/iconbook.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/images/iconmenu.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/pageone/images/iconstar.png HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinyMEDIA/src/tmedia_api.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySDP/src/tsdp_api.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_api.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_action.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_event.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_message.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_session.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_stack.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_timers.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/tsip_uri.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/authentication/tsip_auth.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/authentication/tsip_challenge.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/dialogs/tsip_dialog.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/dialogs/tsip_dialog_layer.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/headers/tsip_header.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/parsers/tsip_parser_header.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/transactions/tsip_transac.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/transports/tsip_transport.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/transports/tsip_transport_layer.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-collapse.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-carousel.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/bootstrap-typeahead.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/jquery.min.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/assets/js/jquery.gemoticons.js HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinyMEDIA/src/tmedia_common.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinyMEDIA/src/tmedia_param.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinyMEDIA/src/tmedia_qos.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySDP/src/headers/tsdp_header.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySDP/src/tsdp_message.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_base64.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_buff.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_fsm.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_md5.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_param.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_ragel.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_string.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySAK/src/tsk_utils.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/parsers/tsip_parser_message.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_common.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_info.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_invite.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_message.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_options.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_publish.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_register.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/api/tsip_api_subscribe.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/parsers/tsip_parser_uri.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/dialogs/tsip_dialog_generic.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/dialogs/tsip_dialog_invite.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/dialogs/tsip_dialog_register.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/headers/tsip_header_Int.js?svn=20 HTTP/1.1" 304 -
10.1.5.12 - - [31/Oct/2013:11:40:59 +0530] "GET /WebRTC_presentation/sipml5/src/tinySIP/src/headers/tsip_header_NameAddr.js?svn=20 HTTP/1.1" 304 -
