127.0.0.1 - - [12/Nov/2013:10:57:45 +0530] "GET / HTTP/1.1" 404 955
10.1.5.6 - - [12/Nov/2013:11:40:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:40:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:40:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:41:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:41:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:41:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:41:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:43:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:43:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:43:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:43:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:44:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:44:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:44:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:44:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:46:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:46:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:46:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:46:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:47:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:47:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:47:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:47:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:49:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:49:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:49:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:49:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:50:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:50:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:50:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:50:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:52:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:52:24 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:52:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:52:24 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:53:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:53:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:53:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:53:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:55:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:55:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:55:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:55:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:56:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:56:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:56:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:56:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:58:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:58:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:58:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:58:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:11:59:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:11:59:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:11:59:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:11:59:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:01:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:12:01:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:01:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:01:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:02:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:12:02:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:02:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:02:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:04:10 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 200 6237
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "POST /WebRTC_presentation/loginServlet HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/loginsession?name=alice&pvt=sip:alice@tcs.com&pub=alice&pass=alice&realm=tcs.com&serverip=10.1.5.6 HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10510
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/vaibhav.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/images/iconcycle.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/images/services/logo-design-and-branding_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:23 +0530] "GET /WebRTC_presentation/pageone/images/services/webdesign_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:24 +0530] "GET /WebRTC_presentation/pageone/images/services/seo-services_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:24 +0530] "GET /WebRTC_presentation/pageone/images/services/webdevelopment_blue.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/images/section-sep.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=alice%20%20%20%20%20%20%20%20&privateIdentity=sip:alice@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=alice%20%20%20%20%20%20%20%20&password=alice%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74469
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 9622
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:alice@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/images/iconbook.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/images/iconmenu.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/images/iconphone.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /WebRTC_presentation/pageone/images/iconstar.png HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:04:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:05:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 9622
10.1.5.6 - - [12/Nov/2013:12:05:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:05:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:05:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:05:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.6 - - [12/Nov/2013:12:06:00 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 9622
10.1.5.6 - - [12/Nov/2013:12:06:00 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:06:01 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:06:01 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:06:01 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.6 - - [12/Nov/2013:12:07:18 +0530] "GET /WebRTC_presentation/sipml5/images/blank.png HTTP/1.1" 404 1084
10.1.5.6 - - [12/Nov/2013:12:07:18 +0530] "GET /WebRTC_presentation/sipml5/images/blank.png HTTP/1.1" 404 1084
10.1.5.6 - - [12/Nov/2013:12:07:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 9622
10.1.5.6 - - [12/Nov/2013:12:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:07:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.6 - - [12/Nov/2013:12:07:27 +0530] "POST /EnhancedWebRTCCallLogs/SipCallLogServlet?caller=sip:bob@tcs.com&callee=bob&startTime=1384238222412&endTime=1384238246286 HTTP/1.1" 200 -
10.1.5.6 - - [12/Nov/2013:12:07:29 +0530] "POST /EnhancedWebRTCCallLogs/SipCallLogServlet?caller=sip:alice@tcs.com&callee=bob&startTime=1384238204500&endTime=1384238249642 HTTP/1.1" 200 -
10.1.5.6 - - [12/Nov/2013:12:07:30 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 9622
10.1.5.6 - - [12/Nov/2013:12:07:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:07:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:07:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:testd@tcs.com&action=getProfilePic HTTP/1.1" 200 6381
10.1.5.6 - - [12/Nov/2013:12:07:30 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:08:08 +0530] "GET /WebRTC_presentation/logoutServlet HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:08:08 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 200 6237
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "POST /WebRTC_presentation/loginServlet HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/loginsession?name=bob&pvt=sip:bob@tcs.com&pub=bob&pass=bob&realm=tcs.com&serverip=10.1.5.6 HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10496
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:12 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=bob%20%20%20%20%20%20%20%20&privateIdentity=sip:bob@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=bob%20%20%20%20%20%20%20%20&password=bob%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74457
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:10:17 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:10:22 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?action=getUser&id=sip:bob@tcs.com&name=bob HTTP/1.1" 200 3438
10.1.5.6 - - [12/Nov/2013:12:10:22 +0530] "GET /UploadPicsAudioVideo/css/style_blue.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:22 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10496
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=bob%20%20%20%20%20%20%20%20&privateIdentity=sip:bob@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=bob%20%20%20%20%20%20%20%20&password=bob%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74457
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /WebRTC_presentation/CreateUserServlet1?id=sip:bob@tcs.com%20%20%20%20%20%20%20%20&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 200 159810
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 200 4075
10.1.5.6 - - [12/Nov/2013:12:10:35 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 200 4050
10.1.5.6 - - [12/Nov/2013:12:10:42 +0530] "GET /WebRTC_presentation/pageone/conferencing12.jsp HTTP/1.1" 200 18858
10.1.5.6 - - [12/Nov/2013:12:10:42 +0530] "GET /WebRTC_presentation/pageone/css/style2.css HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:42 +0530] "GET /WebRTC_presentation/pageone/conferencingjs/RTCMultiConnection-v1.4.js HTTP/1.1" 304 -
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "GET /WebRTC_presentation/pageone/servicecalllogs.jsp HTTP/1.1" 200 3494
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "GET /EnhancedWebRTCCallLogs/ViewCallLogs.jsp HTTP/1.1" 200 4619
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "GET /EnhancedWebRTCCallLogs/css/jquery-smoothness-theme/jquery-ui-1.10.3.custom.css HTTP/1.1" 404 1189
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "GET /EnhancedWebRTCCallLogs/css/select2.css HTTP/1.1" 404 1069
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "GET /EnhancedWebRTCCallLogs/css/start/jquery-ui-1.10.3.custom.css HTTP/1.1" 404 1135
10.1.5.6 - - [12/Nov/2013:12:10:48 +0530] "POST /EnhancedWebRTCCallLogs/ViewCallLogsServlet/ViewAllLogs?jtStartIndex=0&jtPageSize=5&jtSorting=CALLER%20ASC HTTP/1.1" 200 662
10.1.5.6 - - [12/Nov/2013:12:10:51 +0530] "GET /WebRTC_presentation/pageone/servicegeolocation.jsp HTTP/1.1" 200 2154
10.1.5.6 - - [12/Nov/2013:12:10:51 +0530] "GET /Geolocation/ViewUserServlet?user=sip:bob@tcs.com HTTP/1.1" 302 -
10.1.5.6 - - [12/Nov/2013:12:10:51 +0530] "GET /Geolocation/geolocation.jsp HTTP/1.1" 200 4430
10.1.5.6 - - [12/Nov/2013:12:11:18 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?action=getUser&id=sip:bob@tcs.com&name=bob HTTP/1.1" 200 3438
10.1.5.6 - - [12/Nov/2013:12:11:18 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 200 12339
10.1.5.6 - - [12/Nov/2013:12:11:25 +0530] "GET /WebRTC_presentation/pageone/home.jsp HTTP/1.1" 200 10496
10.1.5.6 - - [12/Nov/2013:12:11:25 +0530] "GET /WebRTC_presentation/sipml5/callim.jsp?%20%20%20%20%20%20%20%20ip=10.1.5.6%20%20%20%20%20%20%20%20&name=bob%20%20%20%20%20%20%20%20&privateIdentity=sip:bob@tcs.com%20%20%20%20%20%20%20%20&publicIdentity=bob%20%20%20%20%20%20%20%20&password=bob%20%20%20%20%20%20%20%20&realm=tcs.com HTTP/1.1" 200 74457
10.1.5.6 - - [12/Nov/2013:12:11:25 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
